"Broker","Seniority","Policies_in_force","Lapse","Payment","Premium","Cost_claims_year","N_claims_year","N_claims_history","Type_risk","Urban","Second_driver","Power","Cylinder_capacity","Value_vehicle","N_doors","Diesel","Length","Weight","Premium_class","age","Licence_time"
"0","1+","1","0",0,13176,882,1,9,"passenger cars",0,0,70,1398,12880,"5",1,3.822,1049,"300-450","70+","senior driver"
"0","1+","2","0",0,13285,49.13,1,7,"passenger cars",1,0,70,1398,14067,"5",1,3.85,947,"300-450","70+","senior driver"
"1","1","1","0",0,14544,583.08,2,2,"passenger cars",1,0,140,1968,40260.01,"2",1,4.423,1614,"300-450","senior","young driver"
"0","1+","1","0",1,22697,1427.36,1,2,"passenger cars",0,0,140,1991,25705,"5",1,4.545,1556,"600+","70+","senior driver"
"0","1+","2","0",0,16529,73.04,1,27,"vans",0,0,105,2799,24730,"5",1,5.88,1915,"300-450","70+","senior driver"
"0","1+","2","0",1,11979,80.94,1,9,"passenger cars",1,1,55,1461,23700,"4",0,4.263,1365,"300-450","70+","experienced driver"
"1","1+","1","0",1,17231,237.63,2,8,"vans",1,0,94,1997,19923.2,"5",1,4.475,1561,"300-450","senior","senior driver"
"0","1+","1","0",0,4466,180.44,1,7,"passenger cars",0,1,90,1896,14270.08,"4",1,4.14,1170,"150-300","senior","senior driver"
"0","1","1","0",1,11881,93.29,1,1,"passenger cars",1,0,70,1968,17410.65,"4",1,4.405,1494,"300-450","adult","experienced driver"
"0","1+","1","0",0,16453,3232.41,1,16,"passenger cars",1,0,85,1390,15370,"4",0,4.28,1075,"300-450","70+","senior driver"
"1","1","1","0",0,15500,882,1,1,"vans",0,0,102,2148,21390.4,"4",1,4.66,1630,"300-450","senior","senior driver"
"0","1+","1","0",0,6356,85.01,1,8,"passenger cars",0,0,115,1753,20300,"4",1,4.382,1253,"150-300","70+","senior driver"
"1","1+","1","0",0,7055,263.71,2,4,"passenger cars",0,0,136,1988,21468.15,"5",0,4.63,1287,"150-300","70+","senior driver"
"0","1+","1","0",0,21500,1422.58,2,4,"passenger cars",1,0,150,1995,35827.64,"5",1,4.439,1470,"450-600","senior","senior driver"
"1","1+","2","0",0,22196,882,1,12,"passenger cars",0,0,115,1968,55536.06,"5",0,4.904,2370,"600+","senior","senior driver"
"1","1","3","0",1,13073,270.91,2,2,"passenger cars",0,0,138,1975,17639.71,"3",0,4.34,1280,"300-450","senior","senior driver"
"1","1","3","0",1,2288,79.77,1,2,"passenger cars",0,1,138,1398,16445,"3",0,3.999,1108,"150-300","senior","senior driver"
"0","1+","2","0",1,21486,302.48,1,5,"passenger cars",0,0,125,2151,32208.24,"4",1,4.515,1410,"450-600","senior","senior driver"
"0","1+","3","0",0,8216,206.88,1,12,"passenger cars",1,0,90,1998,19440,"5",1,4.731,1445,"150-300","senior","experienced driver"
"0","1+","5","1",1,6465,7028.74,3,4,"passenger cars",1,0,61,1994,17710,"5",0,4.52,1260,"150-300","70+","senior driver"
"1","1+","1","0",0,1986,63.17,1,1,"motorbikes",0,0,8,125,2899,"0",0,3.995,134,"0-150","adult","experienced driver"
"0","1","1","0",1,12732,882,1,1,"passenger cars",0,0,95,1689,24163.45,"5",1,3.776,1115,"300-450","senior","senior driver"
"1","1+","2","0",0,6461,300.5,1,5,"passenger cars",0,1,105,1587,20100,"5",1,4.419,1269,"150-300","senior","senior driver"
"1","1","3","0",0,12981,150.25,1,1,"passenger cars",1,0,120,1910,24720,"5",1,4.467,1553,"300-450","senior","experienced driver"
"0","1","1","0",0,11386,200.12,2,2,"passenger cars",0,0,163,1995,37600,"4",1,4.841,1510,"300-450","senior","senior driver"
"1","1","1","0",0,993,294.49,1,1,"motorbikes",1,0,18,182,4597.74,"0",0,3.65,160,"0-150","senior","experienced driver"
"0","1+","2","0",0,8823,141.81,2,8,"passenger cars",0,0,86,1299,11533.42,"5",0,4,1125,"150-300","senior","senior driver"
"0","1+","1","0",0,22411,79.25,1,2,"passenger cars",0,0,140,1968,25086.92,"5",1,4.415,1410,"600+","adult","experienced driver"
"1","1+","1","0",1,21082,644.09,1,3,"passenger cars",1,1,116,1496,32400,"5",1,4.439,1480,"450-600","70+","senior driver"
"1","1+","7","1",1,11717,51.95,1,5,"passenger cars",1,1,108,1686,16280,"2",1,4.042,1318,"300-450","70+","senior driver"
"1","1","4","0",0,7303,609.75,1,1,"passenger cars",0,0,110,1598,24620,"2",0,4.082,1125,"150-300","senior","senior driver"
"0","1+","5","1",0,5782,67.88,3,6,"passenger cars",0,1,70,1390,9600.54,"3",0,3.88,995,"150-300","70+","senior driver"
"0","1+","5","0",0,5719,109.74,4,6,"passenger cars",0,0,92,1997,28150,"5",1,4.763,1635,"150-300","senior","senior driver"
"1","1","1","0",0,4131,117.79,1,1,"vans",0,0,90,1753,15410,"4",1,4.308,1399,"150-300","senior","senior driver"
"1","1","1","0",1,14351,98.73,1,1,"passenger cars",1,0,140,1991,24285,"5",1,4.35,1687,"300-450","senior","senior driver"
"0","1+","2","0",0,4069,115.07,1,2,"vans",0,0,70,1248,19230,"5",0,4.39,1370,"150-300","young adult","young driver"
"0","1+","1","0",1,9887,51.95,1,1,"passenger cars",1,0,102,1595,17799,"5",0,4.315,1205,"150-300","adult","experienced driver"
"1","1","2","0",0,12371,60.62,1,1,"passenger cars",0,0,60,1149,9856.6,"5",0,3.71,870,"300-450","young adult","young driver"
"0","1+","5","0",0,5281,88.14,1,6,"passenger cars",1,0,113,1896,17100,"4",0,4.149,1083,"150-300","senior","senior driver"
"0","1+","2","0",0,5648,882,1,2,"passenger cars",1,0,85,1700,12801.56,"5",0,4.11,1135,"150-300","senior","senior driver"
"1","1","1","0",0,6354,882,1,1,"vans",0,0,90,1753,15910,"4",1,4.308,1577,"150-300","senior","senior driver"
"1","1+","3","1",0,13993,1099.8,4,7,"passenger cars",1,1,108,3222,47423.11,"6",1,4.818,1680,"300-450","senior","experienced driver"
"1","1+","3","1",1,16546,242.71,4,7,"vans",1,1,108,2953,22838.46,"6",1,6.76,1970,"300-450","senior","experienced driver"
"0","1+","1","0",0,12618,612.03,2,6,"passenger cars",1,1,64,1896,11988.31,"3",1,3.815,1105,"300-450","senior","senior driver"
"0","1","1","0",0,12479,499.23,3,3,"passenger cars",0,0,60,1686,11557.46,"5",1,3.817,1065,"300-450","senior","experienced driver"
"1","1+","2","0",0,5449,283.64,2,4,"passenger cars",0,0,113,1590,14724.8,"5",0,4.394,1235,"150-300","senior","experienced driver"
"0","1+","2","1",1,22357,100.81,2,5,"passenger cars",1,0,143,2148,38123.11,"4",1,4.82,1590,"600+","senior","senior driver"
"1","1","2","0",1,3891,150.25,2,3,"passenger cars",1,0,75,1389,7602.8,"5",0,4.066,780,"150-300","senior","senior driver"
"0","1","2","0",0,2369,180.56,2,2,"motorbikes",1,0,20,250,5299,"0",0,3.52,164,"150-300","young adult",NA
"1","1+","3","0",1,12385,56.99,3,4,"passenger cars",1,1,68,1587,12700,"5",1,3.822,1013,"300-450","senior","senior driver"
"0","1+","1","0",0,21779,150.25,1,8,"passenger cars",0,0,110,1587,23290,"2",0,4.347,1382,"600+","adult","experienced driver"
"1","1","3","0",0,16855,882,1,1,"passenger cars",0,1,69,1242,14600.01,"3",0,3.546,865,"300-450","senior","experienced driver"
"1","1+","3","0",1,3401,105.99,2,6,"passenger cars",0,0,65,1560,18500,"5",1,4.03,1205,"150-300","senior","senior driver"
"1","1","1","0",0,21761,1507.08,3,3,"passenger cars",1,1,75,999,10600,"5",0,4.061,1043,"600+","senior","senior driver"
"0","1","1","0",0,13451,1082.77,2,2,"passenger cars",1,1,110,1199,16100.01,"5",0,3.996,1125,"300-450","senior","experienced driver"
"1","1+","1","0",0,9713,51.95,1,2,"passenger cars",0,1,69,1242,10150,"3",0,3.62,865,"150-300","senior","senior driver"
"1","1+","1","0",1,13000,1032.25,1,5,"passenger cars",0,0,139,2351,24672,"5",0,4.567,1863,"300-450","senior","senior driver"
"1","1+","2","0",1,10296,66.06,1,19,"passenger cars",0,0,150,1587,23290,"2",1,4.347,1382,"150-300","senior","experienced driver"
"0","1+","2","0",0,3316,764.67,2,5,"vans",0,0,110,1769,12603.22,"5",1,4.108,1185,"150-300","senior","experienced driver"
"1","1","1","0",0,12817,579.75,1,1,"passenger cars",0,1,90,1560,15740,"5",1,4.03,1197,"300-450","senior","senior driver"
"1","1","2","0",0,22424,1533.45,7,7,"passenger cars",1,1,60,1368,19300,"3",1,4.368,1195,"600+","senior","experienced driver"
"1","1","1","0",0,12724,83.04,2,2,"passenger cars",1,1,116,1496,29627.65,"5",1,4.329,1350,"300-450","senior","senior driver"
"1","1+","4","1",1,18948,939.05,1,3,"passenger cars",0,1,177,1995,34900,"4",1,4.52,1430,"300-450","senior","experienced driver"
"1","1+","2","0",1,18522,105.19,1,6,"vans",0,1,125,2798,23815.47,"2",1,6.509,1925,"300-450","senior","experienced driver"
"1","1","1","0",1,12769,882,1,1,"vans",1,0,68,1896,18226.65,"3",1,5.136,1445,"300-450","senior","experienced driver"
"1","1","2","1",0,20751,8131.94,2,2,"passenger cars",0,1,143,1995,25950,"3",1,4.239,1310,"450-600","senior","experienced driver"
"0","1+","1","0",0,20619,415.54,1,1,"vans",0,0,100,1560,21889.99,"5",1,4.38,1374,"450-600","senior","experienced driver"
"0","1+","4","0",0,14602,170.57,1,1,"passenger cars",0,0,245,1896,19751.12,"5",1,4.315,1250,"300-450","senior","senior driver"
"0","1+","3","0",0,18677,117.36,1,4,"passenger cars",0,0,137,1995,33900,"5",1,4.624,1410,"300-450","senior","experienced driver"
"1","1","2","0",1,19362,2576.74,1,1,"passenger cars",0,1,95,1499,17325,"5",1,3.969,1108,"450-600","senior","experienced driver"
"1","1+","5","0",0,2405,56.99,1,1,"motorbikes",1,0,0,599,7479,"0",0,4.03,213,"150-300","senior","experienced driver"
"1","1+","2","0",1,3437,67.11,1,3,"passenger cars",0,0,90,1360,17350,"3",0,4.274,1182,"150-300","senior","experienced driver"
"1","1+","1","0",0,22841,648.02,1,1,"passenger cars",0,1,140,1364,23100,"5",0,4.271,1355,"600+","adult","experienced driver"
"1","1+","2","0",0,6641,157.23,2,11,"passenger cars",1,1,98,1390,13080,"3",0,3.953,1049,"150-300","adult","experienced driver"
"1","1+","2","0",0,13698,154.77,2,13,"passenger cars",0,1,90,1560,18090,"5",1,4.342,1357,"300-450","senior","experienced driver"
"1","1+","2","1",0,11128,334.43,1,7,"passenger cars",0,0,83,1341,12400,"5",0,4.215,1035,"150-300","adult","experienced driver"
"0","1","1","0",0,5895,882,1,1,"passenger cars",0,0,110,1587,17805,"5",0,4.188,1141,"150-300","senior","senior driver"
"1","1","1","0",0,18759,882,1,1,"passenger cars",1,1,68,1896,10653.78,"3",1,3.815,975,"300-450","adult","experienced driver"
"1","1+","2","0",1,17581,493.37,2,5,"passenger cars",0,0,140,2204,26400,"4",1,4.665,1400,"300-450","senior","experienced driver"
"0","1","1","0",1,18783,288.98,2,2,"passenger cars",1,1,90,1461,12100,"5",1,4.024,1114,"300-450","senior","experienced driver"
"0","1+","4","0",0,1036,882,1,8,"passenger cars",0,1,68,1398,15100,"5",1,3.941,1070,"0-150","young adult","young driver"
"1","1+","3","0",0,1668,1763.52,2,5,"motorbikes",0,0,63,1449,18200,"0",0,3.995,335,"0-150","adult","experienced driver"
"1","1","1","0",1,15271,330.34,1,1,"passenger cars",0,1,68,1399,13110,"5",1,3.916,1068,"300-450","adult","experienced driver"
"0","1+","1","0",0,21065,76.04,1,4,"passenger cars",0,0,90,1360,15832,"5",0,3.85,1057,"450-600","adult","experienced driver"
"1","1+","1","0",0,14333,882,1,4,"passenger cars",0,1,100,1595,15157.53,"5",0,4.184,1145,"300-450","adult","experienced driver"
"0","1","1","0",0,16118,103.02,1,2,"vans",1,0,110,1997,20950,"5",1,4.44,1595,"300-450","adult","experienced driver"
"0","1+","2","0",0,14984,64.8,3,13,"passenger cars",1,0,150,2993,46800,"5",1,4.841,1595,"300-450","adult","experienced driver"
"0","1+","2","0",0,7989,369.94,2,3,"vans",0,1,68,2498,13222.27,"5",1,4.604,1515,"150-300","young adult","young driver"
"1","1+","6","1",1,17492,1581.53,1,2,"passenger cars",0,0,90,898,17039.99,"4",1,4.062,1082,"300-450","adult","experienced driver"
"1","1","3","0",0,20415,51.95,1,1,"passenger cars",0,1,125,1796,22919.44,"5",0,4.317,1380,"450-600","adult","experienced driver"
"1","1+","4","1",0,3464,157.95,1,3,"passenger cars",0,0,100,1360,13010,"5",1,3.822,1025,"150-300","adult","experienced driver"
"1","1","1","0",0,3689,271.45,1,1,"passenger cars",0,0,105,1598,19400,"5",1,4.469,1405,"150-300","adult","experienced driver"
"1","1+","1","0",1,11843,86.87,1,1,"passenger cars",0,0,69,1242,10915,"3",0,3.62,865,"300-450","adult","experienced driver"
"1","1+","2","0",0,15899,51.95,1,1,"passenger cars",0,1,70,1984,17777.94,"5",1,4.02,1035,"300-450","adult","experienced driver"
"1","1+","1","0",0,13482,882,1,2,"vans",0,0,100,2198,25350,"5",1,4.863,1728,"300-450","adult","experienced driver"
"1","1+","1","0",0,18717,54.02,1,16,"passenger cars",0,0,112,1951,29150,"5",1,4.423,1565,"300-450","adult","experienced driver"
"1","1+","1","0",0,20384,315.53,1,2,"passenger cars",1,0,136,1796,29575,"5",1,4.292,1370,"450-600","adult","experienced driver"
"1","1","1","0",0,12678,1010.63,3,3,"passenger cars",1,1,115,1753,19740,"4",1,4.488,1431,"300-450","adult","experienced driver"
"1","1+","2","0",0,1879,66.06,1,2,"motorbikes",0,0,15,124,4399,"0",0,3.058,135,"0-150","adult","experienced driver"
"1","1+","1","0",0,16330,80.52,1,6,"passenger cars",0,0,112,1560,22260,"5",1,4.329,1260,"300-450","adult","experienced driver"
"1","1","3","0",1,10439,882,1,1,"passenger cars",1,0,127,1461,14550,"5",1,3.812,1000,"150-300","adult","experienced driver"
"1","1+","2","0",0,22790,1764,1,2,"passenger cars",0,0,150,1969,38778,"5",1,4.644,1702,"600+","adult","experienced driver"
"1","1+","2","0",1,9952,89.86,1,5,"passenger cars",0,0,140,1968,24845,"5",1,4.199,1297,"150-300","adult","experienced driver"
"0","1","1","0",0,17324,71.63,1,1,"passenger cars",1,0,184,1995,33195.88,"3",1,4.324,1435,"300-450","adult","experienced driver"
"0","1","3","0",1,22615,51.95,5,11,"vans",1,0,95,2999,31927.09,"2",1,5.955,2165,"600+","adult","experienced driver"
"1","1+","2","0",1,22468,289.92,2,5,"passenger cars",1,1,135,1591,25175,"5",0,4.44,1305,"600+","adult","experienced driver"
"1","1+","1","0",1,8692,51.95,1,2,"passenger cars",1,0,105,1598,19210,"3",0,4.395,1132,"150-300","adult","experienced driver"
"0","1","1","0",1,16919,310.03,1,1,"passenger cars",0,0,136,1997,21665,"3",1,4.342,1392,"300-450","adult","experienced driver"
"1","1","1","0",1,6405,51.95,1,1,"passenger cars",0,0,90,1997,21036,"5",1,4.276,1300,"150-300","adult","experienced driver"
"0","1+","1","0",0,5824,544.71,1,8,"passenger cars",0,0,90,1997,19790,"5",1,4.202,1243,"150-300","adult","experienced driver"
"1","1","1","0",0,16900,51.15,1,1,"passenger cars",1,0,90,1896,16210,"3",1,4.034,1100,"300-450","adult","experienced driver"
"1","1","2","0",0,16824,7259.16,2,2,"passenger cars",0,1,90,1997,18676,"5",1,4.276,1300,"300-450","adult","experienced driver"
"1","1+","7","1+",0,17555,1071.54,3,6,"passenger cars",0,0,86,1995,16140,"5",1,4.11,1290,"300-450","adult","experienced driver"
"0","1+","2","0",0,8716,882,1,2,"passenger cars",1,0,90,1896,18342.89,"4",1,4.675,1265,"150-300","adult","experienced driver"
"1","1+","4","0",0,1178,163.05,2,7,"motorbikes",1,0,0,49,3000,"0",0,3.52,58,"0-150","adult","experienced driver"
"1","1+","1","0",0,22500,64.25,1,11,"passenger cars",0,0,85,1248,14165.82,"5",0,4.045,1029,"600+","adult","experienced driver"
"0","1","3","0",0,1375,80.58,1,5,"passenger cars",0,0,90,1560,15899.05,"5",1,4.078,1289,"0-150","adult","experienced driver"
"1","1+","2","1",0,6435,89.86,1,8,"vans",0,0,75,1905,12230.6,"5",1,4.11,1155,"150-300","adult","experienced driver"
"0","1+","3","0",0,3427,882,1,1,"passenger cars",0,1,82,1753,19220,"5",1,4.174,1241,"150-300","adult","experienced driver"
"1","1+","5","1",1,13342,77.11,5,11,"vans",0,0,110,2198,25770,"3",0,4.963,1845,"300-450","adult","experienced driver"
"1","1+","1","0",0,19458,347.65,1,1,"passenger cars",0,0,105,1598,24425,"5",1,4.199,1239,"450-600","adult","experienced driver"
"1","1+","4","0",1,8766,73.32,1,4,"passenger cars",0,0,100,1390,14494,"5",0,3.953,1073,"150-300","adult","experienced driver"
"0","1+","5","1",1,12747,307.43,2,4,"vans",0,0,64,1896,11175.44,"4",1,4.207,1105,"300-450","adult","experienced driver"
"1","1+","1","0",0,4503,503.51,1,1,"passenger cars",1,0,105,1896,21350,"5",1,4.458,1429,"150-300","adult","experienced driver"
"1","1+","1","0",0,21750,6405.03,2,10,"vans",0,0,70,1968,30219.75,"5",1,4.408,1634,"600+","adult","experienced driver"
"1","1+","2","0",0,2980,882,2,7,"passenger cars",0,0,109,1398,16240,"4",1,4.021,1163,"150-300","adult","experienced driver"
"1","1+","2","0",0,9488,1089.91,3,3,"passenger cars",0,0,125,2982,26852.8,"5",1,4.49,1905,"150-300","adult","experienced driver"
"1","1+","3","0",0,6279,119.4,1,4,"passenger cars",0,0,177,3179,55874,"4",1,4.526,1295,"150-300","adult","experienced driver"
"1","1","1","0",0,6055,66.97,1,8,"passenger cars",0,0,58,1527,11585,"3",1,3.718,880,"150-300","adult","experienced driver"
"0","1","1","0",1,12744,92.27,1,4,"passenger cars",1,0,140,2497,28697.37,"4",1,4.695,1847,"300-450","adult","experienced driver"
"1","1+","1","0",0,5918,107.19,1,1,"passenger cars",0,0,109,1560,22590,"5",1,4.333,1344,"150-300","adult","experienced driver"
"0","1+","1","0",0,21977,1984.15,1,3,"passenger cars",1,0,224,2987,66900,"4",1,4.917,1720,"600+","adult","experienced driver"
"1","1+","4","0",1,5639,51.95,1,2,"passenger cars",0,1,136,1998,20855.12,"5",0,4.43,1330,"150-300","adult","experienced driver"
"0","1+","2","0",1,6428,520.03,2,3,"passenger cars",0,0,110,1199,21500.01,"5",0,4.253,1155,"150-300","adult","experienced driver"
"0","1+","1","0",1,10405,524.2,1,1,"passenger cars",0,0,68,1399,15650.26,"6",1,3.959,1260,"150-300","adult","experienced driver"
"0","1+","3","0",1,4458,966.33,1,5,"passenger cars",0,0,71,1868,16225,"5",1,4.188,1159,"150-300","adult","experienced driver"
"1","1+","1","0",0,17982,64.25,1,16,"passenger cars",0,0,75,1686,14460,"3",1,4.11,1260,"300-450","adult","experienced driver"
"1","1+","2","0",0,2857,715.96,1,1,"passenger cars",1,0,143,1995,27600,"5",1,4.239,1320,"150-300","adult","young driver"
"1","1+","2","1",1,4202,70.71,1,1,"passenger cars",0,0,110,1598,17750,"5",0,4.302,1215,"150-300","adult","experienced driver"
"1","1","2","1",0,22322,673.23,1,1,"passenger cars",0,1,120,1998,25665.58,"4",0,4.58,1235,"600+","young adult","experienced driver"
"0","1","1","0",0,7830,2125.67,2,2,"passenger cars",0,0,90,1997,20300,"5",1,4.419,1328,"150-300","adult","experienced driver"
"0","1+","3","0",1,12323,150.25,1,1,"passenger cars",0,0,100,1995,29849.99,"5",1,4.41,1458,"300-450","adult","experienced driver"
"1","1+","2","0",1,5049,79.25,1,1,"passenger cars",0,0,110,1590,17300,"3",0,4.389,1141,"150-300","adult","experienced driver"
"1","1","1","0",0,1129,58.8,1,4,"motorbikes",0,0,12,125,2999,"0",0,3.43,148,"0-150","adult","experienced driver"
"0","1+","2","0",1,8679,624.54,5,7,"passenger cars",0,0,64,1870,23160,"5",1,4.576,1315,"150-300","adult","experienced driver"
"0","1+","2","0",1,12748,58.53,1,2,"vans",0,0,82,1870,21490,"5",1,4.782,1677,"300-450","adult","experienced driver"
"0","1","1","0",0,12044,117.32,1,1,"passenger cars",0,0,115,1798,22550,"5",0,4.505,1400,"300-450","adult","experienced driver"
"1","1","2","0",0,7729,882,1,1,"passenger cars",1,1,61,1124,12361.4,"3",0,3.666,956,"150-300","adult","young driver"
"1","1+","2","0",0,20028,168.04,2,3,"passenger cars",0,0,116,1995,25599.99,"3",1,4.324,1305,"450-600","adult","experienced driver"
"1","1","2","0",1,13483,160.04,1,4,"vans",0,0,65,1952,11409.28,"5",1,3.98,1260,"300-450","adult","experienced driver"
"0","1+","1","0",0,7740,882,1,9,"passenger cars",0,0,100,1686,20670,"5",1,4.249,1305,"150-300","adult","experienced driver"
"1","1+","2","0",1,3156,329.04,1,1,"passenger cars",0,1,54,1896,12170.5,"5",1,3.88,1070,"150-300","adult","experienced driver"
"0","1+","5","1",0,2293,286.47,1,7,"passenger cars",0,1,115,1390,13625,"4",1,3.953,1034,"150-300","adult","experienced driver"
"0","1+","1","1",1,16667,117.79,1,5,"passenger cars",0,0,136,1951,28451.91,"4",1,4.471,1450,"300-450","adult","experienced driver"
"1","1+","1","0",1,19709,439.73,1,4,"passenger cars",1,0,140,1968,30310,"4",1,4.765,1454,"450-600","adult","experienced driver"
"0","1+","1","0",0,4987,112.16,2,7,"passenger cars",0,0,115,1910,18710,"5",1,4.253,1320,"150-300","adult","experienced driver"
"1","1","6","0",0,1863,882,1,1,"motorbikes",1,0,0,49,1051.45,"0",0,2.09,58,"0-150","adult","experienced driver"
"0","1+","2","0",0,1161,82.4,1,6,"passenger cars",1,0,75,1390,12520,"5",0,3.897,1025,"0-150","adult","experienced driver"
"1","1","1","0",0,11653,956.06,2,2,"vans",1,1,71,1867,15760,"5",1,4.137,1220,"300-450","adult","experienced driver"
"1","1","1","0",1,9935,882,1,1,"passenger cars",1,0,90,1360,17350,"3",0,4.274,1182,"150-300","adult","experienced driver"
"0","1+","1","0",0,4809,381.03,1,4,"passenger cars",0,0,100,1686,22110,"3",1,4.29,1285,"150-300","adult","experienced driver"
