"Premium","Cost_claims_year","Power","Cylinder_capacity","Value_vehicle","Length","Weight","Broker","newClient","Policies_in_force","Lapse","Payment","N_claims_year","N_claims_history","Type_risk","Urban","Second_driver","N_doors","Diesel"
611.11,150.25,110,1587,23290,4.347,1382,"0","0","1","0","0","1","5+","passenger cars","0","0","2","0"
388,882,69,1242,14600.01,3.546,865,"1","1","3","0","0","1","1","passenger cars","0","1","3","0"
192.7,105.99,65,1560,18500,4.03,1205,"1","0","3","0","1","2","5+","passenger cars","0","0","5","1"
609.74,1507.08,75,999,10600,4.061,1043,"1","1","1","0","0","3","2 - 4","passenger cars","1","1","5","0"
328.72,1082.77,110,1199,16100.01,3.996,1125,"0","1","1","0","0","2","2 - 4","passenger cars","1","1","5","0"
279.45,51.95,69,1242,10150,3.62,865,"1","0","1","0","0","1","2 - 4","passenger cars","0","1","3","0"
322.41,1032.25,139,2351,24672,4.567,1863,"1","0","1","0","1","1","5+","passenger cars","0","0","5","0"
286.6,66.06,150,1587,23290,4.347,1382,"1","0","2","0","1","1","5+","passenger cars","0","0","2","1"
190.33,764.67,110,1769,12603.22,4.108,1185,"0","0","2","0","0","2","5+","vans","0","0","5","1"
319.93,579.75,90,1560,15740,4.03,1197,"1","1","1","0","0","1","1","passenger cars","0","1","5","1"
715.96,1533.45,60,1368,19300,4.368,1195,"1","1","2","0","0","4+","5+","passenger cars","1","1","3","1"
318.55,83.04,116,1496,29627.65,4.329,1350,"1","1","1","0","0","2","2 - 4","passenger cars","1","1","5","1"
444.71,939.05,177,1995,34900,4.52,1430,"1","0","4","1","1","1","2 - 4","passenger cars","0","1","4","1"
432.02,105.19,125,2798,23815.47,6.509,1925,"1","0","2","0","1","1","5+","vans","0","1","2","1"
319.24,882,68,1896,18226.65,5.136,1445,"1","1","1","0","1","1","1","vans","1","0","3","1"
527.75,8131.94,143,1995,25950,4.239,1310,"1","1","2","1","0","2","2 - 4","passenger cars","0","1","3","1"
518.92,415.54,100,1560,21889.99,4.38,1374,"0","0","1","0","0","1","1","vans","0","0","5","1"
345.97,170.57,245,1896,19751.12,4.315,1250,"0","0","4","0","0","1","1","passenger cars","0","0","5","1"
436.48,117.36,137,1995,33900,4.624,1410,"0","0","3","0","0","1","2 - 4","passenger cars","0","0","5","1"
458.12,2576.74,95,1499,17325,3.969,1108,"1","1","2","0","1","1","1","passenger cars","0","1","5","1"
158.54,56.99,0,599,7479,3.87,213,"1","0","5","0","0","1","1","motorbikes","1","0","0","0"
193.51,67.11,90,1360,17350,4.274,1182,"1","0","2","0","1","1","2 - 4","passenger cars","0","0","3","0"
892.37,648.02,140,1364,23100,4.271,1355,"1","0","1","0","0","1","1","passenger cars","0","1","5","0"
242.39,157.23,98,1390,13080,3.953,1049,"1","0","2","0","0","2","5+","passenger cars","1","1","3","0"
332.32,154.77,90,1560,18090,4.342,1357,"1","0","2","0","0","2","5+","passenger cars","0","1","5","1"
297.21,334.43,83,1341,12400,4.215,1035,"1","0","2","1","0","1","5+","passenger cars","0","0","5","0"
233.05,882,110,1587,17805,4.188,1141,"0","1","1","0","0","1","1","passenger cars","0","0","5","0"
438.67,882,68,1896,10653.78,3.815,975,"1","1","1","0","0","1","1","passenger cars","1","1","3","1"
406.23,493.37,140,2204,26400,4.665,1400,"1","0","2","0","1","2","5+","passenger cars","0","0","4","1"
439.51,288.98,90,1461,12100,4.024,1114,"0","1","1","0","1","2","2 - 4","passenger cars","1","1","5","1"
110.38,882,68,1398,15100,3.941,1070,"0","0","4","0","0","1","5+","passenger cars","0","1","5","1"
130.11,1763.52,63,1449,18200,4.035,335,"1","0","3","0","0","2","5+","motorbikes","0","0","0","0"
357.04,330.34,68,1399,13110,3.916,1068,"1","1","1","0","1","1","1","passenger cars","0","1","5","1"
547.91,76.04,90,1360,15832,3.85,1057,"0","0","1","0","0","1","2 - 4","passenger cars","0","0","5","0"
341.59,882,100,1595,15157.53,4.184,1145,"1","0","1","0","0","1","2 - 4","passenger cars","0","1","5","0"
372.01,103.02,110,1997,20950,4.44,1595,"0","1","1","0","0","1","2 - 4","vans","1","0","5","1"
352.29,64.8,150,2993,46800,4.841,1595,"0","0","2","0","0","3","5+","passenger cars","1","0","5","1"
258.6,369.94,68,2498,13222.27,4.604,1515,"0","0","2","0","0","2","2 - 4","vans","0","1","5","1"
403.88,1581.53,90,898,17039.99,4.062,1082,"1","0","6+","1","1","1","2 - 4","passenger cars","0","0","4","1"
506.67,51.95,125,1796,22919.44,4.317,1380,"1","1","3","0","0","1","1","passenger cars","0","1","5","0"
194.1,157.95,100,1360,13010,3.822,1025,"1","0","4","1","0","1","2 - 4","passenger cars","0","0","5","1"
199.05,271.45,105,1598,19400,4.469,1405,"1","1","1","0","0","1","1","passenger cars","0","0","5","1"
306.45,86.87,69,1242,10915,3.62,865,"1","0","1","0","1","1","1","passenger cars","0","0","3","0"
367.97,51.95,70,1984,17777.94,4.02,1035,"1","0","2","0","0","1","1","passenger cars","0","1","5","1"
329.2,882,100,2198,25350,4.863,1728,"1","0","1","0","0","1","2 - 4","vans","0","0","5","1"
437.54,54.02,112,1951,29150,4.423,1565,"1","0","1","0","0","1","5+","passenger cars","0","0","5","1"
505.15,315.53,136,1796,29575,4.292,1370,"1","0","1","0","0","1","2 - 4","passenger cars","1","0","5","1"
317.8,1010.63,115,1753,19740,4.488,1431,"1","1","1","0","0","3","2 - 4","passenger cars","1","1","4","1"
137.94,66.06,15,124,4399,2.95,135,"1","0","2","0","0","1","2 - 4","motorbikes","0","0","0","0"
376.13,80.52,112,1560,22260,4.329,1260,"1","0","1","0","0","1","5+","passenger cars","0","0","5","1"
288.48,882,127,1461,14550,3.812,1000,"1","1","3","0","1","1","1","passenger cars","1","0","5","1"
864.68,1764,150,1969,38778,4.644,1702,"1","0","2","0","0","1","2 - 4","passenger cars","0","0","5","1"
282.44,89.86,140,1968,24845,4.199,1297,"1","0","2","0","1","1","5+","passenger cars","0","0","5","1"
399.6,71.63,184,1995,33195.88,4.324,1435,"0","1","1","0","0","1","1","passenger cars","1","0","3","1"
769.99,51.95,95,2999,31927.09,5.955,2165,"0","1","3","0","1","4+","5+","vans","1","0","2","1"
730.13,289.92,135,1591,25175,4.44,1305,"1","0","2","0","1","2","5+","passenger cars","1","1","5","0"
267.15,51.95,105,1598,19210,4.395,1132,"1","0","1","0","1","1","2 - 4","passenger cars","1","0","3","0"
389.43,310.03,136,1997,21665,4.342,1392,"0","1","1","0","1","1","1","passenger cars","0","0","3","1"
239.51,51.95,90,1997,21036,4.276,1300,"1","1","1","0","1","1","1","passenger cars","0","0","5","1"
232.12,544.71,90,1997,19790,4.202,1243,"0","0","1","0","0","1","5+","passenger cars","0","0","5","1"
389,51.15,90,1896,16210,4.034,1100,"1","1","1","0","0","1","1","passenger cars","1","0","3","1"
387.24,7259.16,90,1997,18676,4.276,1300,"1","1","2","0","0","2","2 - 4","passenger cars","0","1","5","1"
405.46,1071.54,86,1995,16140,4.11,1290,"1","0","6+","1","0","3","5+","passenger cars","0","0","5","1"
267.46,882,90,1896,18342.89,4.675,1265,"0","0","2","0","0","1","2 - 4","passenger cars","1","0","4","1"
114.91,163.05,0,49,3000,3.68,58,"1","0","4","0","0","2","5+","motorbikes","1","0","0","0"
739.57,64.25,85,1248,14165.82,4.045,1029,"1","0","1","0","0","1","5+","passenger cars","0","0","5","0"
120.49,80.58,90,1560,15899.05,4.078,1289,"0","1","3","0","0","1","5+","passenger cars","0","0","5","1"
239.88,89.86,75,1905,12230.6,4.11,1155,"1","0","2","1","0","1","5+","vans","0","0","5","1"
193.35,882,82,1753,19220,4.174,1241,"0","0","3","0","0","1","1","passenger cars","0","1","5","1"
326.94,77.11,110,2198,25770,4.963,1845,"1","0","5","1","1","4+","5+","vans","0","0","3","0"
462.53,347.65,105,1598,24425,4.199,1239,"1","0","1","0","0","1","1","passenger cars","0","0","5","1"
268.03,73.32,100,1390,14494,3.953,1073,"1","0","4","0","1","1","2 - 4","passenger cars","0","0","5","0"
318.89,307.43,64,1896,11175.44,4.207,1105,"0","0","5","1","1","2","2 - 4","vans","0","0","4","1"
213.66,503.51,105,1896,21350,4.458,1429,"1","0","1","0","0","1","1","passenger cars","1","0","5","1"
608.32,6405.03,70,1968,30219.75,4.408,1634,"1","0","1","0","0","2","5+","vans","0","0","5","1"
180.8,882,109,1398,16240,4.021,1163,"1","0","2","0","0","2","5+","passenger cars","0","0","4","1"
276.85,1089.91,125,2982,26852.8,4.49,1905,"1","0","2","0","0","3","2 - 4","passenger cars","0","0","5","1"
237.99,119.4,177,3179,55874,4.515,1295,"1","0","3","0","0","1","2 - 4","passenger cars","0","0","4","1"
235.11,66.97,58,1527,11585,3.718,880,"1","1","1","0","0","1","5+","passenger cars","0","0","3","1"
318.84,92.27,140,2497,28697.37,4.695,1847,"0","1","1","0","1","1","2 - 4","passenger cars","1","0","4","1"
233.29,107.19,109,1560,22590,4.333,1344,"1","0","1","0","0","1","1","passenger cars","0","0","5","1"
636.24,1984.15,224,2987,66900,4.917,1720,"0","0","1","0","0","1","2 - 4","passenger cars","1","0","4","1"
229.73,51.95,136,1998,20855.12,4.43,1330,"1","0","4","0","1","1","2 - 4","passenger cars","0","1","5","0"
239.8,520.03,110,1199,21500.01,4.253,1155,"0","0","2","0","1","2","2 - 4","passenger cars","0","0","5","0"
288.04,524.2,68,1399,15650.26,3.959,1260,"0","0","1","0","1","1","1","passenger cars","0","0","6","1"
213.05,966.33,71,1868,16225,4.188,1159,"0","0","3","0","1","1","5+","passenger cars","0","0","5","1"
416.59,64.25,75,1686,14460,4.11,1260,"1","0","1","0","0","1","5+","passenger cars","0","0","3","1"
176.24,715.96,143,1995,27600,4.239,1320,"1","0","2","0","0","1","1","passenger cars","1","0","5","1"
208.92,70.71,110,1598,17750,4.302,1215,"1","0","2","1","1","1","1","passenger cars","0","0","5","0"
691.12,673.23,120,1998,25665.58,4.58,1235,"1","1","2","1","0","1","1","passenger cars","0","1","4","0"
256.77,2125.67,90,1997,20300,4.419,1328,"0","1","1","0","0","2","2 - 4","passenger cars","0","0","5","1"
312.92,150.25,100,1995,29849.99,4.41,1458,"0","0","3","0","1","1","1","passenger cars","0","0","5","1"
221.86,79.25,110,1590,17300,4.389,1141,"1","0","2","0","1","1","1","passenger cars","0","0","3","0"
113.26,58.8,12,125,2999,4.596,148,"1","1","1","0","0","1","2 - 4","motorbikes","0","0","0","0"
266.99,624.54,64,1870,23160,4.576,1315,"0","0","2","0","1","4+","5+","passenger cars","0","0","5","1"
318.91,58.53,82,1870,21490,4.782,1677,"0","0","2","0","1","1","2 - 4","vans","0","0","5","1"
309.25,117.32,115,1798,22550,4.505,1400,"0","1","1","0","0","1","1","passenger cars","0","0","5","0"
255.57,882,61,1124,12361.4,3.666,956,"1","1","2","0","0","1","1","passenger cars","1","1","3","0"
485.83,168.04,116,1995,25599.99,4.324,1305,"1","0","2","0","0","2","2 - 4","passenger cars","0","0","3","1"
329.21,160.04,65,1952,11409.28,3.98,1260,"1","1","2","0","1","1","2 - 4","vans","0","0","5","1"
255.7,882,100,1686,20670,4.249,1305,"0","0","1","0","0","1","5+","passenger cars","0","0","5","1"
185.83,329.04,54,1896,12170.5,3.88,1070,"1","0","2","0","1","1","1","passenger cars","0","1","5","1"
154.81,286.47,115,1390,13625,3.953,1034,"0","0","5","1","0","1","5+","passenger cars","0","1","4","1"
383.9,117.79,136,1951,28451.91,4.471,1450,"0","0","1","1","1","1","5+","passenger cars","0","0","4","1"
471.74,439.73,140,1968,30310,4.765,1454,"1","0","1","0","1","1","2 - 4","passenger cars","1","0","4","1"
221.05,112.16,115,1910,18710,4.253,1320,"0","0","1","0","0","2","5+","passenger cars","0","0","5","1"
137.19,882,0,49,1051.45,2.5,58,"1","1","6+","0","0","1","1","motorbikes","1","0","0","0"
114.29,82.4,75,1390,12520,3.897,1025,"0","0","2","0","0","1","5+","passenger cars","1","0","5","0"
304,956.06,71,1867,15760,4.137,1220,"1","1","1","0","0","2","2 - 4","vans","1","1","5","1"
282.22,882,90,1360,17350,4.274,1182,"1","1","1","0","1","1","1","passenger cars","1","0","3","0"
218.38,381.03,100,1686,22110,4.29,1285,"0","0","1","0","0","1","2 - 4","passenger cars","0","0","3","1"
238.52,66.06,100,1905,13162.17,4.108,1185,"1","0","2","0","1","2","5+","vans","1","0","3","0"
530.92,64.25,68,998,11950,3.43,830,"1","1","1","0","0","1","1","passenger cars","1","0","5","0"
586.83,315.13,100,1968,38170,4.426,1651,"1","0","3","0","1","1","5+","passenger cars","1","1","5","1"
305.5,60.62,120,1910,20250,4.336,1320,"1","0","1","0","0","1","2 - 4","passenger cars","0","0","5","1"
410.03,179.19,150,1997,20590,4.137,1311,"1","0","2","1","1","1","2 - 4","vans","0","0","3","0"
319.25,1013.18,110,1560,22736,4.276,1313,"0","0","1","0","0","2","2 - 4","passenger cars","0","0","5","1"
327.57,882,100,1995,18850,4.317,1560,"0","1","3","1","1","1","1","passenger cars","0","0","5","1"
214.23,120.18,75,1360,13250,3.822,1025,"1","1","1","0","0","1","5+","passenger cars","0","0","5","0"
277.11,404.84,110,1560,20700.86,3.709,1090,"1","1","2","1","1","1","1","passenger cars","0","0","3","1"
327.34,243.54,115,1753,20300,4.382,1253,"0","1","2","0","0","1","1","passenger cars","0","0","4","1"
311.27,1010.64,85,1896,20207.5,4.405,1475,"0","0","2","0","0","3","5+","vans","0","0","3","0"
268.95,222.52,90,1998,25020,4.505,1535,"0","0","3","0","1","1","1","passenger cars","0","0","2","1"
420.94,49.95,130,1984,26270,4.703,1457,"0","1","1","0","0","1","1","passenger cars","0","0","4","0"
1478.14,2910.6,184,1995,47402.78,4.638,1530,"1","0","1","0","0","1","5+","passenger cars","0","0","2","1"
476.45,1032.25,120,1910,22270,4.29,1333,"0","1","1","0","0","1","1","passenger cars","0","0","3","1"
344.53,51.95,70,1398,14420,3.85,1022,"1","0","1","0","0","1","1","passenger cars","1","0","5","1"
202.14,462.07,75,1868,15201,4.137,1281,"0","0","6+","1","0","4+","5+","vans","1","0","5","1"
232,1090.78,75,1870,17700,4.168,1290,"0","0","6+","1","0","4+","5+","passenger cars","1","0","5","1"
227.42,93.22,55,2088,21648.46,4.6,1490,"0","0","5","0","0","1","5+","passenger cars","0","0","4","1"
372.77,2511.4,88,1870,26020,4.56,1530,"1","0","6+","1","0","1","1","passenger cars","1","0","5","1"
348.64,1008.84,129,1870,25921,4.47,1590,"1","1","1","0","0","2","2 - 4","passenger cars","0","0","5","1"
350.48,161.66,120,1997,19923.2,4.475,1561,"1","0","4","0","1","1","2 - 4","vans","0","0","5","1"
431.91,882,75,1360,11910,3.835,950,"0","1","1","0","1","1","1","passenger cars","0","0","5","0"
294.73,81.89,58,1527,12025,3.718,905,"0","1","1","0","0","1","1","passenger cars","0","0","5","1"
448.72,51.95,48,806,7999,3.995,228,"1","1","2","0","0","1","1","motorbikes","1","0","0","0"
271.56,321.53,90,1868,13414.59,4.18,1175,"1","0","3","0","1","2","5+","passenger cars","0","0","5","0"
652.12,662.42,117,1590,23199.99,4.355,1285,"0","0","1","0","0","1","2 - 4","passenger cars","1","0","5","0"
297.27,689.45,90,1197,15930,4.061,1089,"1","1","1","0","1","1","1","passenger cars","1","1","5","0"
308.69,1581.17,90,999,11765,4.157,1190,"0","0","3","1","1","1","2 - 4","passenger cars","0","0","5","1"
265.76,242.23,130,1870,26415,4.56,1540,"1","1","1","0","0","1","1","passenger cars","1","0","5","1"
220.86,49.95,110,1560,22405,4.276,1318,"1","1","1","0","0","1","1","passenger cars","0","1","5","1"
540.71,882,136,2231,31500,4.395,1585,"1","0","1","0","0","1","2 - 4","passenger cars","0","1","5","1"
319.25,112.28,68,1896,10653.78,3.815,975,"1","1","1","0","1","1","1","passenger cars","0","1","3","1"
414.26,163.16,90,1896,24280.89,4.479,1315,"1","1","2","0","1","1","1","passenger cars","1","1","4","1"
243.98,882,90,1560,19005,4.276,1290,"0","0","2","0","0","2","2 - 4","passenger cars","1","1","5","1"
182.85,89.86,110,1587,16750,4.274,1200,"0","1","1","0","0","1","1","passenger cars","0","0","3","0"
604.62,882,192,2494,34300,4.262,1405,"0","0","2","0","0","1","5+","passenger cars","1","0","3","0"
439.08,410.03,75,1598,23030,4.263,1260,"1","0","2","1","0","1","2 - 4","passenger cars","0","0","3","1"
162.15,404.13,105,1910,24055,4.29,1330,"1","0","2","0","1","2","2 - 4","passenger cars","0","0","5","1"
266.52,220.45,88,2461,19346.58,4.707,1685,"1","1","1","0","0","2","2 - 4","vans","0","0","4","1"
234.1,49.95,60,1149,11600,3.812,900,"0","0","1","0","0","1","1","passenger cars","0","0","5","0"
373.07,1149.8,105,1895,19755.27,4.26,1250,"0","0","2","0","1","1","2 - 4","passenger cars","0","0","3","0"
220.62,97.27,65,1461,15410,4.035,1085,"0","1","1","0","1","1","1","vans","0","0","5","1"
172.53,68.79,90,1870,16047.02,4.436,1145,"0","0","6+","0","0","3","5+","passenger cars","0","0","6","0"
694.03,755.63,170,2143,44281.42,4.868,1650,"0","1","1","0","0","2","2 - 4","passenger cars","0","0","4","1"
271.68,103.9,120,1461,22750,4.259,1365,"1","0","2","1","1","2","5+","passenger cars","0","0","5","1"
228.69,949.32,75,1951,28451.91,4.471,1450,"1","0","2","0","0","2","2 - 4","passenger cars","0","0","4","1"
241.06,150.25,100,2461,21915.88,5.585,1820,"0","0","3","0","1","1","2 - 4","vans","0","0","5","1"
121.41,150.25,0,176,3004.46,2.97,143,"0","1","2","0","0","1","1","motorbikes","0","0","0","0"
262.49,123.73,99,1995,30700,4.265,1410,"0","0","1","0","0","1","5+","passenger cars","0","0","3","1"
305.71,507.32,90,1248,16400,3.81,1045,"0","0","2","0","1","2","2 - 4","passenger cars","0","1","3","1"
335.28,966.43,70,1398,13580,3.822,1130,"0","0","4","0","0","1","5+","passenger cars","0","0","5","1"
157.55,51.95,70,1589,16402,4.52,1105,"0","0","4","0","0","2","5+","passenger cars","0","0","5","1"
208.76,253.19,85,1493,16650,3.752,1090,"0","0","2","0","1","1","5+","passenger cars","0","0","4","0"
248.55,315.89,116,1995,29000,4.22,1410,"0","0","2","0","0","1","5+","passenger cars","0","0","5","1"
642.17,174.65,122,1995,26400,4.239,1255,"0","0","1","0","0","1","2 - 4","passenger cars","1","1","5","0"
739.98,437.54,160,1390,26970,4.256,1271,"1","0","1","0","0","1","2 - 4","passenger cars","0","0","3","0"
287.76,2350.25,110,1560,19480,4.03,1253,"1","0","2","0","0","1","5+","passenger cars","0","1","5","1"
293.7,882,90,1896,25270,4.152,1200,"0","0","4","0","1","1","1","passenger cars","0","0","4","1"
195.51,59.71,70,1398,16467,3.85,947,"0","0","5","0","0","3","5+","passenger cars","0","0","5","1"
370.17,81.02,70,1560,23560,4.365,1350,"0","0","5","0","0","2","5+","passenger cars","0","1","5","1"
254.72,882,102,2148,23687.2,4.66,1690,"0","0","1","0","0","1","5+","vans","0","0","4","1"
324.42,57.5,81,1493,14825,4.215,1112,"0","0","2","0","1","1","2 - 4","passenger cars","0","1","5","1"
310.41,4140.54,71,1896,21963,4.28,1405,"0","0","5","1","1","4+","5+","passenger cars","0","0","5","1"
316.01,162.25,71,1560,23950,4.47,1489,"0","0","5","1","1","2","5+","passenger cars","0","0","5","1"
213.05,882,129,1686,21305,4.698,1428,"0","0","3","0","0","1","1","passenger cars","0","1","5","1"
235.1,203.58,75,1997,17205,4.188,1200,"0","0","2","0","1","1","1","passenger cars","0","0","3","0"
567.63,53.2,107,1599,16980,4.52,1224,"0","1","1","0","1","1","1","passenger cars","0","0","5","0"
297.91,58.37,90,1399,15410,3.916,1105,"0","1","4","0","0","2","2 - 4","passenger cars","0","1","5","1"
205.02,54.89,90,1360,17600,4.26,1182,"0","1","4","0","0","2","2 - 4","passenger cars","0","0","5","1"
223.72,51.95,105,1896,14206,3.953,1165,"1","1","2","0","0","1","1","passenger cars","0","0","5","1"
284.83,150.25,102,1598,25900,4.324,1290,"0","0","2","0","0","1","1","passenger cars","0","1","5","0"
248.07,117.36,105,1896,21200,4.467,1444,"0","0","1","0","0","1","2 - 4","passenger cars","0","0","5","1"
241.13,303.1,75,1560,19460,4.137,1219,"0","0","2","0","0","1","5+","vans","0","0","5","1"
379.51,126.45,130,1995,35850,5.531,2097,"1","0","2","0","1","1","5+","vans","1","0","5","1"
188.14,882,60,1868,12610,3.995,945,"0","1","1","0","0","1","1","vans","0","0","4","1"
223.06,3433.21,75,1560,17196.47,4.137,1130,"0","1","1","0","0","1","1","vans","0","0","4","1"
198.57,82.4,143,2499,36262.7,4.803,1855,"0","1","2","0","1","1","1","passenger cars","0","0","5","1"
285.36,68.79,130,1598,26950,4.33,1592,"0","0","1","0","0","1","1","passenger cars","0","0","5","1"
378.03,2547.71,129,2148,29852.6,5.87,1630,"1","0","1","0","0","2","5+","vans","0","0","2","1"
307.98,149.03,65,1560,19948.53,4.38,1360,"0","0","6+","0","0","4+","5+","passenger cars","0","0","5","1"
573.02,118.83,136,1997,26380,4.275,1341,"0","0","1","0","0","1","5+","passenger cars","0","0","5","1"
346.01,71.44,75,1686,16060,4.042,1318,"0","0","1","0","1","1","5+","passenger cars","0","0","5","1"
751.38,728.21,115,1560,25220.01,4.428,1223,"0","0","1","0","1","1","2 - 4","passenger cars","0","1","5","1"
238.59,119.6,88,1896,22385,4.184,1301,"0","0","4","0","0","4+","2 - 4","passenger cars","0","0","4","1"
